EMI_TENURE,CREDIT_HISTORY,TRANSACTION_CATEGORY,TRANSACTION_AMOUNT,ACCOUNT_TYPE,ACCOUNT_AGE,STATE,IS_URBAN,IS_STATE_BORDER,HAS_CO_APPLICANT,HAS_GUARANTOR,OWN_REAL_ESTATE,OTHER_INSTALMENT_PLAN,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,OWN_CAR,SHIP_INTERNATIONAL,IS_DEFAULT
9,EXISTING CREDITS PAID BACK,EDUCATION,1199,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1331,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
18,NONE TAKEN,NEW CAR,2278,100 to 500 K USD,up to 1 YR,CT,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,Yes
21,NONE TAKEN,NEW CAR,5003,UNKNOWN/NONE,1 to 4 YRS,PA,NO,NO,NO,NO,NO,YES,YES,2,3,YES,NO,Yes
24,ALL CREDITS PAID BACK,FURNITURE,3552,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
18,CRITICAL ACCOUNT,FURNITURE,1928,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,USED CAR,2964,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,NO,1,3,YES,NO,No
24,ALL CREDITS PAID BACK,ELECTRONICS,1546,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,YES,NO,YES,NO,1,2,NO,NO,Yes
6,DELAY IN PAST,ELECTRONICS,683,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,YES,YES,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,12389,UNKNOWN/NONE,1 to 4 YRS,PA,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,Yes
24,DELAY IN PAST,RETRAINING,4712,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,4,YES,NO,No
24,DELAY IN PAST,ELECTRONICS,1553,100 to 500 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,1372,up to 100 K USD,4 to 7 YRS,NJ,YES,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,CRITICAL ACCOUNT,ELECTRONICS,2578,above 1000 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
48,EXISTING CREDITS PAID BACK,ELECTRONICS,3979,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
48,EXISTING CREDITS PAID BACK,ELECTRONICS,6758,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,FURNITURE,3234,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,NO,1,2,YES,NO,Yes
30,CRITICAL ACCOUNT,ELECTRONICS,5954,up to 100 K USD,4 to 7 YRS,CT,NO,YES,YES,NO,NO,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,5433,UNKNOWN/NONE,TBD,NJ,NO,NO,NO,NO,NO,NO,NO,1,4,YES,NO,No
15,EXISTING CREDITS PAID BACK,RETRAINING,806,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,2,NO,NO,No
9,EXISTING CREDITS PAID BACK,ELECTRONICS,1082,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,2,NO,NO,No
15,CRITICAL ACCOUNT,FURNITURE,2788,up to 100 K USD,4 to 7 YRS,NJ,NO,NO,YES,NO,NO,YES,YES,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,2930,up to 100 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
24,CRITICAL ACCOUNT,EDUCATION,1927,UNKNOWN/NONE,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
36,CRITICAL ACCOUNT,NEW CAR,2820,up to 100 K USD,up to 1 YR,NY,YES,NO,NO,NO,NO,NO,YES,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,OTHER,937,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,2,2,NO,NO,No
18,CRITICAL ACCOUNT,NEW CAR,1056,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,YES,YES,YES,YES,2,3,NO,NO,Yes
12,CRITICAL ACCOUNT,NEW CAR,3124,up to 100 K USD,up to 1 YR,PA,NO,YES,NO,NO,YES,YES,YES,2,2,NO,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,1388,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,OTHER,2384,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,NO,1,2,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,NEW CAR,2133,UNKNOWN/NONE,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,4,YES,NO,No
18,EXISTING CREDITS PAID BACK,FURNITURE,2039,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,YES,YES,NO,1,3,NO,NO,Yes
9,CRITICAL ACCOUNT,NEW CAR,2799,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,NO,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1289,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,YES,NO,NO,YES,1,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,OTHER,1217,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,2,YES,NO,Yes
12,CRITICAL ACCOUNT,FURNITURE,2246,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,Yes
12,CRITICAL ACCOUNT,ELECTRONICS,385,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,4,2,YES,NO,No
24,DELAY IN PAST,NEW CAR,1965,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
21,EXISTING CREDITS PAID BACK,RETRAINING,1572,above 1000 K USD,above 7 YRS,NY,NO,NO,NO,NO,YES,YES,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,2718,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,NO,1,2,YES,NO,Yes
24,ALL CREDITS PAID BACK,OTHER,1358,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,4,YES,NO,Yes
6,ALL CREDITS PAID BACK,NEW CAR,931,100 to 500 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,YES,YES,1,2,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1442,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
24,NONE TAKEN,RETRAINING,4241,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,YES,3,2,YES,NO,Yes
18,CRITICAL ACCOUNT,NEW CAR,2775,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
24,DELAY IN PAST,RETRAINING,3863,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
7,EXISTING CREDITS PAID BACK,ELECTRONICS,2329,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,YES,YES,NO,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,918,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,ALL CREDITS PAID BACK,EDUCATION,1837,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,YES,NO,1,2,NO,NO,Yes
36,EXISTING CREDITS PAID BACK,FURNITURE,3349,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
10,EXISTING CREDITS PAID BACK,FURNITURE,1275,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,ALL CREDITS PAID BACK,FURNITURE,2828,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,YES,YES,1,3,YES,NO,No
24,CRITICAL ACCOUNT,RETRAINING,4526,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,NO,YES,1,4,YES,NO,No
36,EXISTING CREDITS PAID BACK,ELECTRONICS,2671,100 to 500 K USD,1 to 4 YRS,NY,NO,NO,YES,NO,NO,NO,NO,1,3,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,ELECTRONICS,2051,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,USED CAR,1300,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,OTHER,741,100 to 500 K USD,TBD,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
10,EXISTING CREDITS PAID BACK,NEW CAR,1240,100 to 500 K USD,above 7 YRS,PA,NO,NO,NO,NO,NO,NO,NO,1,2,NO,NO,Yes
21,EXISTING CREDITS PAID BACK,ELECTRONICS,3357,above 1000 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,YES,YES,1,3,NO,NO,No
24,ALL CREDITS PAID BACK,USED CAR,3632,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,YES,NO,YES,NO,1,3,NO,YES,No
18,DELAY IN PAST,FURNITURE,1808,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,Yes
48,NONE TAKEN,RETRAINING,12204,UNKNOWN/NONE,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,4,YES,NO,No
60,DELAY IN PAST,ELECTRONICS,9157,UNKNOWN/NONE,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,4,NO,NO,No
6,CRITICAL ACCOUNT,NEW CAR,3676,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,NO,3,3,NO,NO,No
30,EXISTING CREDITS PAID BACK,FURNITURE,3441,100 to 500 K USD,1 to 4 YRS,NJ,NO,NO,YES,NO,NO,NO,NO,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,NEW CAR,640,up to 100 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,YES,NO,YES,1,2,NO,NO,No
21,CRITICAL ACCOUNT,RETRAINING,3652,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,CRITICAL ACCOUNT,NEW CAR,1530,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
48,EXISTING CREDITS PAID BACK,RETRAINING,3914,UNKNOWN/NONE,1 to 4 YRS,NY,YES,NO,NO,NO,YES,YES,YES,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,FURNITURE,1858,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,2600,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,ELECTRONICS,1979,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,FURNITURE,2116,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,3,YES,NO,No
9,ALL CREDITS PAID BACK,NEW CAR,1437,100 to 500 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
42,CRITICAL ACCOUNT,FURNITURE,4042,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,YES,NO,No
9,EXISTING CREDITS PAID BACK,EDUCATION,3832,UNKNOWN/NONE,above 7 YRS,PA,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,3660,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,ALL CREDITS PAID BACK,FURNITURE,1553,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,ELECTRONICS,1444,UNKNOWN/NONE,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,1980,up to 100 K USD,up to 1 YR,NJ,NO,NO,YES,NO,NO,NO,NO,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1355,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,NO,NO,YES,1,2,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,EDUCATION,1393,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,3,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1376,500 to 1000 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
60,DELAY IN PAST,ELECTRONICS,15653,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1493,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
42,DELAY IN PAST,ELECTRONICS,4370,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,YES,YES,2,3,YES,NO,Yes
18,EXISTING CREDITS PAID BACK,EDUCATION,750,up to 100 K USD,TBD,NY,NO,NO,NO,NO,YES,NO,YES,1,1,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,OTHER,1308,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,2,NO,NO,No
15,EXISTING CREDITS PAID BACK,EDUCATION,4623,100 to 500 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
24,CRITICAL ACCOUNT,ELECTRONICS,1851,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,YES,NO,NO,YES,2,3,YES,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1880,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,4,YES,NO,No
36,DELAY IN PAST,RETRAINING,7980,UNKNOWN/NONE,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
30,NONE TAKEN,FURNITURE,4583,up to 100 K USD,1 to 4 YRS,NJ,YES,NO,NO,YES,YES,NO,YES,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,1386,500 to 1000 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,947,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,NO,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,EDUCATION,684,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,2,NO,NO,Yes
48,EXISTING CREDITS PAID BACK,EDUCATION,7476,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1922,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,2,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,2303,up to 100 K USD,above 7 YRS,NY,NO,YES,YES,NO,YES,NO,YES,1,3,NO,NO,Yes
36,DELAY IN PAST,NEW CAR,8086,100 to 500 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,4,4,YES,NO,Yes
24,CRITICAL ACCOUNT,USED CAR,2346,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
14,EXISTING CREDITS PAID BACK,NEW CAR,3973,up to 100 K USD,TBD,PA,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,888,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,2,NO,NO,Yes
48,EXISTING CREDITS PAID BACK,ELECTRONICS,10222,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,YES,NO,No
30,NONE TAKEN,RETRAINING,4221,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,CRITICAL ACCOUNT,FURNITURE,6361,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1297,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,900,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
21,EXISTING CREDITS PAID BACK,FURNITURE,2241,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,No
6,DELAY IN PAST,FURNITURE,1050,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,YES,YES,2,4,YES,NO,No
6,CRITICAL ACCOUNT,EDUCATION,1047,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,2,NO,NO,No
24,CRITICAL ACCOUNT,OTHER,6314,up to 100 K USD,TBD,NY,NO,YES,YES,NO,NO,YES,YES,2,4,YES,NO,No
30,ALL CREDITS PAID BACK,FURNITURE,3496,above 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,YES,NO,No
48,ALL CREDITS PAID BACK,RETRAINING,3609,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,YES,YES,YES,1,3,NO,NO,No
12,CRITICAL ACCOUNT,NEW CAR,4843,up to 100 K USD,above 7 YRS,CT,NO,YES,YES,NO,NO,NO,NO,2,3,YES,NO,Yes
30,CRITICAL ACCOUNT,ELECTRONICS,3017,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,CRITICAL ACCOUNT,RETRAINING,4139,100 to 500 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,2,YES,NO,No
36,EXISTING CREDITS PAID BACK,RETRAINING,5742,100 to 500 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
60,EXISTING CREDITS PAID BACK,NEW CAR,10366,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
6,CRITICAL ACCOUNT,NEW CAR,2080,500 to 1000 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
21,DELAY IN PAST,RETRAINING,2580,500 to 1000 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,YES,YES,1,2,NO,NO,Yes
30,CRITICAL ACCOUNT,ELECTRONICS,4530,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,4,YES,NO,No
24,CRITICAL ACCOUNT,FURNITURE,5150,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
72,EXISTING CREDITS PAID BACK,ELECTRONICS,5595,100 to 500 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,2384,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,YES,NO,1,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1453,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,EDUCATION,1538,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,2279,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
15,DELAY IN PAST,ELECTRONICS,1478,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,YES,YES,2,3,NO,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,5103,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,NO,NO,NO,3,3,YES,NO,No
36,DELAY IN PAST,RETRAINING,9857,100 to 500 K USD,4 to 7 YRS,PA,NO,YES,NO,NO,NO,NO,YES,2,2,YES,NO,No
60,EXISTING CREDITS PAID BACK,NEW CAR,6527,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
10,CRITICAL ACCOUNT,ELECTRONICS,1347,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
36,DELAY IN PAST,NEW CAR,2862,100 to 500 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,ELECTRONICS,2753,100 to 500 K USD,above 7 YRS,CT,NO,YES,YES,NO,NO,NO,YES,1,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,3651,above 1000 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
15,CRITICAL ACCOUNT,FURNITURE,975,up to 100 K USD,1 to 4 YRS,NJ,YES,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,OTHER,2631,100 to 500 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,2896,100 to 500 K USD,up to 1 YR,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
6,CRITICAL ACCOUNT,NEW CAR,4716,UNKNOWN/NONE,up to 1 YR,PA,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,2284,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
6,EXISTING CREDITS PAID BACK,USED CAR,1236,500 to 1000 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1103,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,YES,YES,NO,YES,2,3,NO,YES,No
12,CRITICAL ACCOUNT,NEW CAR,926,up to 100 K USD,TBD,PA,NO,NO,NO,NO,NO,NO,YES,1,1,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1800,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,EDUCATION,1905,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1123,500 to 1000 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,2,NO,NO,Yes
48,CRITICAL ACCOUNT,USED CAR,6331,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1377,100 to 500 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,No
30,DELAY IN PAST,RETRAINING,2503,100 to 500 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,No
27,EXISTING CREDITS PAID BACK,RETRAINING,2528,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,NEW CAR,5324,500 to 1000 K USD,above 7 YRS,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
48,EXISTING CREDITS PAID BACK,NEW CAR,6560,100 to 500 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
12,NONE TAKEN,FURNITURE,2969,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,ELECTRONICS,1206,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,ELECTRONICS,2118,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,629,500 to 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,4,YES,NO,No
6,ALL CREDITS PAID BACK,EDUCATION,1198,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
21,EXISTING CREDITS PAID BACK,USED CAR,2476,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,4,YES,NO,No
9,CRITICAL ACCOUNT,ELECTRONICS,1138,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
60,EXISTING CREDITS PAID BACK,NEW CAR,14027,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
30,CRITICAL ACCOUNT,USED CAR,7596,UNKNOWN/NONE,above 7 YRS,PA,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
30,CRITICAL ACCOUNT,ELECTRONICS,3077,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1505,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,3148,UNKNOWN/NONE,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
20,NONE TAKEN,USED CAR,6148,100 to 500 K USD,above 7 YRS,CT,NO,NO,NO,NO,NO,YES,YES,2,3,YES,NO,No
